User-ID,Age,Age_cate,state,country,ISBN,Book-Rating,Book-Title,Book-Author,Year-Of-Publication,Publisher,Main_Title,Sub_Title
196898,27.0,20-29,st.gallen,switzerland,3257233051,10,veronika deschliesst zu sterben   vernika decides to die,paolo coelho,2000-2009,distribook,veronika deschliesst zu sterben   vernika decides to die,
222368,19.0,5-19,thueringen,germany,3257233051,10,veronika deschliesst zu sterben   vernika decides to die,paolo coelho,2000-2009,distribook,veronika deschliesst zu sterben   vernika decides to die,
242,37.0,30-39,baden-wuerttemberg,germany,3453212150,7,die cappuccino  jahre  aus dem tagebuch des adrian mole ,sue townsend,2000-2009,heyn,die cappuccino  jahre  aus dem tagebuch des adrian mole ,
276602,24.0,20-29,sachsen,germany,3453212150,8,die cappuccino  jahre  aus dem tagebuch des adrian mole ,sue townsend,2000-2009,heyn,die cappuccino  jahre  aus dem tagebuch des adrian mole ,
242,37.0,30-39,baden-wuerttemberg,germany,3492045642,8,quersch   sse   downsize this ,michael moor,2000-2009,piper,quersch   sse   downsize this ,
242,37.0,30-39,baden-wuerttemberg,germany,3498020862,8,die korrekturen ,jonathan franzen,2000-2009,"rowohlt , reinbek",die korrekturen ,
38950,26.0,20-29,berlin,germany,3498020862,3,die korrekturen ,jonathan franzen,2000-2009,"rowohlt , reinbek",die korrekturen ,
242,37.0,30-39,baden-wuerttemberg,germany,3499110695,7,neun erz   hlungen ,jerom d. saling,1950-1999,rowohlt tb .,neun erz   hlungen ,
242,37.0,30-39,baden-wuerttemberg,germany,3548254268,10,eine ganz normale aff   re ,joanna trollop,2000-2009,ullstein tb,eine ganz normale aff   re ,
242,37.0,30-39,baden-wuerttemberg,germany,3596292646,7,das buch der l   cherlichen liebe ,milan kundera,2000-2009,"fischer ( tb . ) , frankfurt",das buch der l   cherlichen liebe ,
35407,48.0,40-49,nordrhein-westfalen,germany,3596292646,7,das buch der l   cherlichen liebe ,milan kundera,2000-2009,"fischer ( tb . ) , frankfurt",das buch der l   cherlichen liebe ,
73330,29.0,20-29,washington,usa,037582345X,10,"the golden compass  his dark materials, book 1 ",philip pullman,2000-2009,knopf book for young reader,"the golden compass  his dark materials, book 1 ",
104812,19.0,5-19,maryland,usa,037582345X,9,"the golden compass  his dark materials, book 1 ",philip pullman,2000-2009,knopf book for young reader,"the golden compass  his dark materials, book 1 ",
125774,36.0,30-39,tehran,iran,037582345X,10,"the golden compass  his dark materials, book 1 ",philip pullman,2000-2009,knopf book for young reader,"the golden compass  his dark materials, book 1 ",
173684,15.0,5-19,california,usa,037582345X,10,"the golden compass  his dark materials, book 1 ",philip pullman,2000-2009,knopf book for young reader,"the golden compass  his dark materials, book 1 ",
264317,25.0,20-29,loures,portugal,037582345X,9,"the golden compass  his dark materials, book 1 ",philip pullman,2000-2009,knopf book for young reader,"the golden compass  his dark materials, book 1 ",
254,24.0,20-29,minnesota,usa,038097827X,8,the wolves in the walls,neil gaiman,2000-2009,harpercollin,the wolves in the walls,
94347,44.0,40-49,new jersey,usa,038097827X,8,the wolves in the walls,neil gaiman,2000-2009,harpercollin,the wolves in the walls,
275970,46.0,40-49,pennsylvania,usa,038097827X,10,the wolves in the walls,neil gaiman,2000-2009,harpercollin,the wolves in the walls,
55490,25.0,20-29,south dakota,usa,1563895730,10,sandman: the dream hunters,neil gaiman,1950-1999,dc comic,sandman: the dream hunters,
254,24.0,20-29,minnesota,usa,1931081727,9,the devil you know,poppi z. brite,2000-2009,subterranean press,the devil you know,
228206,30.0,30-39,minnesota,usa,1931081727,6,the devil you know,poppi z. brite,2000-2009,subterranean press,the devil you know,
388,35.0,30-39,tennessee,usa,1878424319,7,the four agreements: a practical guide to personal freedom,don miguel ruiz,1950-1999,amber-allen publish,the four agreements: a practical guide to personal freedom,
10118,44.0,40-49,minnesota,usa,1878424319,10,the four agreements: a practical guide to personal freedom,don miguel ruiz,1950-1999,amber-allen publish,the four agreements: a practical guide to personal freedom,
14638,33.0,30-39,languedoc roussillon,france,1878424319,6,the four agreements: a practical guide to personal freedom,don miguel ruiz,1950-1999,amber-allen publish,the four agreements: a practical guide to personal freedom,
30261,27.0,20-29,missouri,usa,1878424319,9,the four agreements: a practical guide to personal freedom,don miguel ruiz,1950-1999,amber-allen publish,the four agreements: a practical guide to personal freedom,
30319,41.0,40-49,california,usa,1878424319,9,the four agreements: a practical guide to personal freedom,don miguel ruiz,1950-1999,amber-allen publish,the four agreements: a practical guide to personal freedom,
36907,39.0,30-39,ontario,canada,1878424319,10,the four agreements: a practical guide to personal freedom,don miguel ruiz,1950-1999,amber-allen publish,the four agreements: a practical guide to personal freedom,
39281,45.0,40-49,new jersey,usa,1878424319,8,the four agreements: a practical guide to personal freedom,don miguel ruiz,1950-1999,amber-allen publish,the four agreements: a practical guide to personal freedom,
46398,37.0,30-39,texas,usa,1878424319,6,the four agreements: a practical guide to personal freedom,don miguel ruiz,1950-1999,amber-allen publish,the four agreements: a practical guide to personal freedom,
93358,52.0,50-59,rheinland-pfalz,usa,1878424319,6,the four agreements: a practical guide to personal freedom,don miguel ruiz,1950-1999,amber-allen publish,the four agreements: a practical guide to personal freedom,
97754,46.0,40-49,new york,usa,1878424319,6,the four agreements: a practical guide to personal freedom,don miguel ruiz,1950-1999,amber-allen publish,the four agreements: a practical guide to personal freedom,
106849,39.0,30-39,indiana,usa,1878424319,10,the four agreements: a practical guide to personal freedom,don miguel ruiz,1950-1999,amber-allen publish,the four agreements: a practical guide to personal freedom,
117111,30.0,30-39,ontario,canada,1878424319,10,the four agreements: a practical guide to personal freedom,don miguel ruiz,1950-1999,amber-allen publish,the four agreements: a practical guide to personal freedom,
128045,41.0,40-49,florida,usa,1878424319,8,the four agreements: a practical guide to personal freedom,don miguel ruiz,1950-1999,amber-allen publish,the four agreements: a practical guide to personal freedom,
132663,44.0,40-49,california,usa,1878424319,9,the four agreements: a practical guide to personal freedom,don miguel ruiz,1950-1999,amber-allen publish,the four agreements: a practical guide to personal freedom,
132687,28.0,20-29,michigan,usa,1878424319,8,the four agreements: a practical guide to personal freedom,don miguel ruiz,1950-1999,amber-allen publish,the four agreements: a practical guide to personal freedom,
163804,43.0,40-49,georgia,usa,1878424319,3,the four agreements: a practical guide to personal freedom,don miguel ruiz,1950-1999,amber-allen publish,the four agreements: a practical guide to personal freedom,
179772,37.0,30-39,alberta,canada,1878424319,10,the four agreements: a practical guide to personal freedom,don miguel ruiz,1950-1999,amber-allen publish,the four agreements: a practical guide to personal freedom,
221753,35.0,30-39,maryland,usa,1878424319,5,the four agreements: a practical guide to personal freedom,don miguel ruiz,1950-1999,amber-allen publish,the four agreements: a practical guide to personal freedom,
225078,46.0,40-49,texas,usa,1878424319,6,the four agreements: a practical guide to personal freedom,don miguel ruiz,1950-1999,amber-allen publish,the four agreements: a practical guide to personal freedom,
388,35.0,30-39,tennessee,usa,039456894X,8,impossible vacation,spald gray,1950-1999,random hous inc,impossible vacation,
388,35.0,30-39,tennessee,usa,1573225126,5,prozac nation: young and depressed in america : a memoir,elizabeth wurtzel,1950-1999,riverhead book,prozac nation: young and depressed in america,a memoir
8253,26.0,20-29,oklahoma,usa,1573225126,10,prozac nation: young and depressed in america : a memoir,elizabeth wurtzel,1950-1999,riverhead book,prozac nation: young and depressed in america,a memoir
81298,20.0,20-29,georgia,usa,1573225126,8,prozac nation: young and depressed in america : a memoir,elizabeth wurtzel,1950-1999,riverhead book,prozac nation: young and depressed in america,a memoir
236955,41.0,40-49,florida,usa,1573225126,4,prozac nation: young and depressed in america : a memoir,elizabeth wurtzel,1950-1999,riverhead book,prozac nation: young and depressed in america,a memoir
264031,34.0,30-39,michigan,usa,1573225126,8,prozac nation: young and depressed in america : a memoir,elizabeth wurtzel,1950-1999,riverhead book,prozac nation: young and depressed in america,a memoir
388,35.0,30-39,tennessee,usa,1579651658,8,the journey from here,bill bradley,2000-2009,artisan publish,the journey from here,
392,44.0,40-49,catalunya,spain,8427007450,10,desaparecido: la autentica historia de la ejecucion de charles horman,thoma hauser,1950-1999,lectorum pubn ( j ),desaparecido: la autentica historia de la ejecucion de charles horman,
392,44.0,40-49,catalunya,spain,8474103347,7,espurnes de sang  la negra ,antoni serra,1950-1999,edicion de la magrana,espurnes de sang  la negra ,
392,44.0,40-49,catalunya,spain,8475960650,5,els conys saborosos  tros de paper ,valeriã pujol,1950-1999,empãºri,els conys saborosos  tros de paper ,
392,44.0,40-49,catalunya,spain,8476021844,5,el preu de la quimera  narratives ,jordi font i agustã­,1950-1999,eumo editori,el preu de la quimera  narratives ,
392,44.0,40-49,catalunya,spain,8478092943,7,els plaers ficticis,lluã­ ma todã³,1950-1999,columna,els plaers ficticis,
392,44.0,40-49,catalunya,spain,8478098267,9,el dia que es va cremar el liceu  la primera columna ,joan agut,1950-1999,columna,el dia que es va cremar el liceu  la primera columna ,
392,44.0,40-49,catalunya,spain,8483002523,5,la mirada del tafur  col  lecci   cl  ssica ,ferran torrent,1950-1999,columna,la mirada del tafur  col  lecci   cl  ssica ,
503,40.0,40-49,california,usa,1558743669,10,a child called  it : one child s courage to survive,dave pelzer,1950-1999,health commun,a child called  it,one child s courage to survive
7887,23.0,20-29,pennsylvania,usa,1558743669,10,a child called  it : one child s courage to survive,dave pelzer,1950-1999,health commun,a child called  it,one child s courage to survive
23872,22.0,20-29,oklahoma,usa,1558743669,8,a child called  it : one child s courage to survive,dave pelzer,1950-1999,health commun,a child called  it,one child s courage to survive
26538,32.0,30-39,wyoming,usa,1558743669,5,a child called  it : one child s courage to survive,dave pelzer,1950-1999,health commun,a child called  it,one child s courage to survive
28177,26.0,20-29,michigan,usa,1558743669,9,a child called  it : one child s courage to survive,dave pelzer,1950-1999,health commun,a child called  it,one child s courage to survive
30711,32.0,30-39,new south wales,australia,1558743669,8,a child called  it : one child s courage to survive,dave pelzer,1950-1999,health commun,a child called  it,one child s courage to survive
31556,51.0,50-59,california,usa,1558743669,8,a child called  it : one child s courage to survive,dave pelzer,1950-1999,health commun,a child called  it,one child s courage to survive
46398,37.0,30-39,texas,usa,1558743669,5,a child called  it : one child s courage to survive,dave pelzer,1950-1999,health commun,a child called  it,one child s courage to survive
66878,42.0,40-49,florida,usa,1558743669,7,a child called  it : one child s courage to survive,dave pelzer,1950-1999,health commun,a child called  it,one child s courage to survive
66942,31.0,30-39,sarawak,malaysia,1558743669,8,a child called  it : one child s courage to survive,dave pelzer,1950-1999,health commun,a child called  it,one child s courage to survive
78783,49.0,40-49,virginia,usa,1558743669,10,a child called  it : one child s courage to survive,dave pelzer,1950-1999,health commun,a child called  it,one child s courage to survive
79842,34.0,30-39,california,usa,1558743669,10,a child called  it : one child s courage to survive,dave pelzer,1950-1999,health commun,a child called  it,one child s courage to survive
80810,33.0,30-39,missouri,usa,1558743669,9,a child called  it : one child s courage to survive,dave pelzer,1950-1999,health commun,a child called  it,one child s courage to survive
105374,25.0,20-29,quebec,canada,1558743669,6,a child called  it : one child s courage to survive,dave pelzer,1950-1999,health commun,a child called  it,one child s courage to survive
108763,36.0,30-39,prince edward island,canada,1558743669,10,a child called  it : one child s courage to survive,dave pelzer,1950-1999,health commun,a child called  it,one child s courage to survive
118434,23.0,20-29,northern territory,australia,1558743669,6,a child called  it : one child s courage to survive,dave pelzer,1950-1999,health commun,a child called  it,one child s courage to survive
135265,32.0,30-39,connecticut,usa,1558743669,8,a child called  it : one child s courage to survive,dave pelzer,1950-1999,health commun,a child called  it,one child s courage to survive
141493,44.0,40-49,california,usa,1558743669,10,a child called  it : one child s courage to survive,dave pelzer,1950-1999,health commun,a child called  it,one child s courage to survive
143163,26.0,20-29,california,usa,1558743669,10,a child called  it : one child s courage to survive,dave pelzer,1950-1999,health commun,a child called  it,one child s courage to survive
154992,40.0,40-49,missouri,usa,1558743669,9,a child called  it : one child s courage to survive,dave pelzer,1950-1999,health commun,a child called  it,one child s courage to survive
163307,24.0,20-29,oklahoma,usa,1558743669,10,a child called  it : one child s courage to survive,dave pelzer,1950-1999,health commun,a child called  it,one child s courage to survive
163676,59.0,50-59,virginia,usa,1558743669,10,a child called  it : one child s courage to survive,dave pelzer,1950-1999,health commun,a child called  it,one child s courage to survive
173415,31.0,30-39,illinois,usa,1558743669,7,a child called  it : one child s courage to survive,dave pelzer,1950-1999,health commun,a child called  it,one child s courage to survive
190459,40.0,40-49,texas,usa,1558743669,9,a child called  it : one child s courage to survive,dave pelzer,1950-1999,health commun,a child called  it,one child s courage to survive
190885,38.0,30-39,pennsylvania,usa,1558743669,9,a child called  it : one child s courage to survive,dave pelzer,1950-1999,health commun,a child called  it,one child s courage to survive
193676,27.0,20-29,new york,usa,1558743669,7,a child called  it : one child s courage to survive,dave pelzer,1950-1999,health commun,a child called  it,one child s courage to survive
206074,16.0,5-19,connecticut,usa,1558743669,7,a child called  it : one child s courage to survive,dave pelzer,1950-1999,health commun,a child called  it,one child s courage to survive
207721,39.0,30-39,ontario,canada,1558743669,10,a child called  it : one child s courage to survive,dave pelzer,1950-1999,health commun,a child called  it,one child s courage to survive
233711,36.0,30-39,queensland,australia,1558743669,7,a child called  it : one child s courage to survive,dave pelzer,1950-1999,health commun,a child called  it,one child s courage to survive
264031,34.0,30-39,michigan,usa,1558743669,10,a child called  it : one child s courage to survive,dave pelzer,1950-1999,health commun,a child called  it,one child s courage to survive
264525,17.0,5-19,manila,philippines,1558743669,5,a child called  it : one child s courage to survive,dave pelzer,1950-1999,health commun,a child called  it,one child s courage to survive
266331,59.0,50-59,washington,usa,1558743669,10,a child called  it : one child s courage to survive,dave pelzer,1950-1999,health commun,a child called  it,one child s courage to survive
503,40.0,40-49,california,usa,068484267X,10,angela s ashes: a memoir,frank mccourt,1950-1999,scribner,angela s ashes: a memoir,
1435,36.0,30-39,missouri,usa,068484267X,8,angela s ashes: a memoir,frank mccourt,1950-1999,scribner,angela s ashes: a memoir,
4017,48.0,40-49,louisiana,usa,068484267X,10,angela s ashes: a memoir,frank mccourt,1950-1999,scribner,angela s ashes: a memoir,
6577,62.0,60-69,florida,usa,068484267X,10,angela s ashes: a memoir,frank mccourt,1950-1999,scribner,angela s ashes: a memoir,
17950,32.0,30-39,selangor,malaysia,068484267X,5,angela s ashes: a memoir,frank mccourt,1950-1999,scribner,angela s ashes: a memoir,
54884,33.0,30-39,new hampshire,usa,068484267X,10,angela s ashes: a memoir,frank mccourt,1950-1999,scribner,angela s ashes: a memoir,
56959,52.0,50-59,new jersey,usa,068484267X,10,angela s ashes: a memoir,frank mccourt,1950-1999,scribner,angela s ashes: a memoir,
60244,47.0,40-49,texas,usa,068484267X,9,angela s ashes: a memoir,frank mccourt,1950-1999,scribner,angela s ashes: a memoir,
98904,28.0,20-29,montana,usa,068484267X,10,angela s ashes: a memoir,frank mccourt,1950-1999,scribner,angela s ashes: a memoir,
117111,30.0,30-39,ontario,canada,068484267X,9,angela s ashes: a memoir,frank mccourt,1950-1999,scribner,angela s ashes: a memoir,
125774,36.0,30-39,tehran,iran,068484267X,10,angela s ashes: a memoir,frank mccourt,1950-1999,scribner,angela s ashes: a memoir,
142121,33.0,30-39,hawaii,usa,068484267X,10,angela s ashes: a memoir,frank mccourt,1950-1999,scribner,angela s ashes: a memoir,
154543,29.0,20-29,california,usa,068484267X,5,angela s ashes: a memoir,frank mccourt,1950-1999,scribner,angela s ashes: a memoir,
165319,28.0,20-29,arizona,usa,068484267X,5,angela s ashes: a memoir,frank mccourt,1950-1999,scribner,angela s ashes: a memoir,
180651,54.0,50-59,england,united kingdom,068484267X,7,angela s ashes: a memoir,frank mccourt,1950-1999,scribner,angela s ashes: a memoir,
181687,29.0,20-29,texas,usa,068484267X,9,angela s ashes: a memoir,frank mccourt,1950-1999,scribner,angela s ashes: a memoir,
187145,65.0,60-69,washington,usa,068484267X,9,angela s ashes: a memoir,frank mccourt,1950-1999,scribner,angela s ashes: a memoir,
192093,46.0,40-49,florida,usa,068484267X,10,angela s ashes: a memoir,frank mccourt,1950-1999,scribner,angela s ashes: a memoir,
206959,32.0,30-39,florida,usa,068484267X,10,angela s ashes: a memoir,frank mccourt,1950-1999,scribner,angela s ashes: a memoir,
211426,24.0,20-29,colorado,usa,068484267X,9,angela s ashes: a memoir,frank mccourt,1950-1999,scribner,angela s ashes: a memoir,
217740,37.0,30-39,madrid,spain,068484267X,4,angela s ashes: a memoir,frank mccourt,1950-1999,scribner,angela s ashes: a memoir,
229329,56.0,50-59,vaud,switzerland,068484267X,10,angela s ashes: a memoir,frank mccourt,1950-1999,scribner,angela s ashes: a memoir,
240567,33.0,30-39,new jersey,usa,068484267X,10,angela s ashes: a memoir,frank mccourt,1950-1999,scribner,angela s ashes: a memoir,
274301,41.0,40-49,victoria,australia,068484267X,10,angela s ashes: a memoir,frank mccourt,1950-1999,scribner,angela s ashes: a memoir,
505,51.0,50-59,dc,usa,038549825X,8,not a day goes by : a novel,e. lynn harri,2000-2009,anchor,not a day goes by,a novel
505,51.0,50-59,dc,usa,042517736X,7,abduction,robin cook,2000-2009,berkley publish group,abduction,
16795,47.0,40-49,maryland,usa,042517736X,6,abduction,robin cook,2000-2009,berkley publish group,abduction,
28634,28.0,20-29,michigan,usa,042517736X,8,abduction,robin cook,2000-2009,berkley publish group,abduction,
80996,35.0,30-39,california,usa,042517736X,8,abduction,robin cook,2000-2009,berkley publish group,abduction,
115692,33.0,30-39,virginia,usa,042517736X,6,abduction,robin cook,2000-2009,berkley publish group,abduction,
119575,30.0,30-39,british columbia,canada,042517736X,8,abduction,robin cook,2000-2009,berkley publish group,abduction,
150561,33.0,30-39,zuid-holland,netherlands,042517736X,7,abduction,robin cook,2000-2009,berkley publish group,abduction,
171638,50.0,50-59,montana,usa,042517736X,6,abduction,robin cook,2000-2009,berkley publish group,abduction,
207259,38.0,30-39,oregon,usa,042517736X,7,abduction,robin cook,2000-2009,berkley publish group,abduction,
505,51.0,50-59,dc,usa,1562827049,8,"the diary of jack the ripper the discovery, the investigation, the debate",jack,1950-1999,hyperion book,"the diary of jack the ripper the discovery, the investigation, the debate",
78973,29.0,20-29,lisboa,portugal,1562827049,7,"the diary of jack the ripper the discovery, the investigation, the debate",jack,1950-1999,hyperion book,"the diary of jack the ripper the discovery, the investigation, the debate",
274301,41.0,40-49,victoria,australia,1562827049,10,"the diary of jack the ripper the discovery, the investigation, the debate",jack,1950-1999,hyperion book,"the diary of jack the ripper the discovery, the investigation, the debate",
625,41.0,40-49,provence,france,2070417743,9,chroniques martiennes,ray bradburi,2000-2009,gallimard,chroniques martiennes,
90105,35.0,30-39,ile de france,france,2253004022,7,regain,jean giono,1950-1999,lgf,regain,
199370,29.0,20-29,vaud,switzerland,2253004022,7,regain,jean giono,1950-1999,lgf,regain,
625,41.0,40-49,provence,france,2253007102,10,les fleurs du mal,c. baudelair,1950-1999,livr de poch french,les fleurs du mal,
52203,32.0,30-39,pas de calais,france,2253007102,8,les fleurs du mal,c. baudelair,1950-1999,livr de poch french,les fleurs du mal,
131441,18.0,5-19,paris,france,2253007102,10,les fleurs du mal,c. baudelair,1950-1999,livr de poch french,les fleurs du mal,
625,41.0,40-49,provence,france,2266084372,8,pourquoi j ai mang    mon p   re,lewi,2000-2009,pocket,pourquoi j ai mang    mon p   re,
5158,21.0,20-29,rhone,france,2266084372,8,pourquoi j ai mang    mon p   re,lewi,2000-2009,pocket,pourquoi j ai mang    mon p   re,
33145,30.0,30-39,champagne-ardenne,france,2266084372,8,pourquoi j ai mang    mon p   re,lewi,2000-2009,pocket,pourquoi j ai mang    mon p   re,
64373,21.0,20-29,vienne,france,2266084372,8,pourquoi j ai mang    mon p   re,lewi,2000-2009,pocket,pourquoi j ai mang    mon p   re,
113612,32.0,30-39,bayern,germany,3492207006,6,die entdeckung der langsamkeit ,sten nadolni,1950-1999,piper,die entdeckung der langsamkeit ,
273906,30.0,30-39,nordrhein-westfalen,germany,3492207006,10,die entdeckung der langsamkeit ,sten nadolni,1950-1999,piper,die entdeckung der langsamkeit ,
638,20.0,20-29,california,usa,052594463X,9,all of me: a voluptuous tale,venis t. berri,2000-2009,dutton book,all of me: a voluptuous tale,
125411,43.0,40-49,kentucky,usa,052594463X,5,all of me: a voluptuous tale,venis t. berri,2000-2009,dutton book,all of me: a voluptuous tale,
638,20.0,20-29,california,usa,067972768X,10,the joy luck club  vintage contemporaries ,ami tan,1950-1999,vintag book usa,the joy luck club  vintage contemporaries ,
103336,55.0,50-59,arizona,usa,067972768X,9,the joy luck club  vintage contemporaries ,ami tan,1950-1999,vintag book usa,the joy luck club  vintage contemporaries ,
638,20.0,20-29,california,usa,1558747028,10,chicken soup for the college soul : inspiring and humorous stories for college students  chicken soup for the soul ,jack canfield,1950-1999,health commun,chicken soup for the college soul,inspiring and humorous stories for college students  chicken soup for the soul 
5287,22.0,20-29,ontario,canada,1558747028,6,chicken soup for the college soul : inspiring and humorous stories for college students  chicken soup for the soul ,jack canfield,1950-1999,health commun,chicken soup for the college soul,inspiring and humorous stories for college students  chicken soup for the soul 
14768,24.0,20-29,oregon,usa,1558747028,8,chicken soup for the college soul : inspiring and humorous stories for college students  chicken soup for the soul ,jack canfield,1950-1999,health commun,chicken soup for the college soul,inspiring and humorous stories for college students  chicken soup for the soul 
148744,67.0,60-69,wisconsin,usa,1558747028,7,chicken soup for the college soul : inspiring and humorous stories for college students  chicken soup for the soul ,jack canfield,1950-1999,health commun,chicken soup for the college soul,inspiring and humorous stories for college students  chicken soup for the soul 
212467,62.0,60-69,texas,usa,1558747028,5,chicken soup for the college soul : inspiring and humorous stories for college students  chicken soup for the soul ,jack canfield,1950-1999,health commun,chicken soup for the college soul,inspiring and humorous stories for college students  chicken soup for the soul 
242083,24.0,20-29,new mexico,usa,1558747028,6,chicken soup for the college soul : inspiring and humorous stories for college students  chicken soup for the soul ,jack canfield,1950-1999,health commun,chicken soup for the college soul,inspiring and humorous stories for college students  chicken soup for the soul 
242752,24.0,20-29,ontario,canada,1558747028,10,chicken soup for the college soul : inspiring and humorous stories for college students  chicken soup for the soul ,jack canfield,1950-1999,health commun,chicken soup for the college soul,inspiring and humorous stories for college students  chicken soup for the soul 
252848,32.0,30-39,virginia,usa,1558747028,6,chicken soup for the college soul : inspiring and humorous stories for college students  chicken soup for the soul ,jack canfield,1950-1999,health commun,chicken soup for the college soul,inspiring and humorous stories for college students  chicken soup for the soul 
638,20.0,20-29,california,usa,1558747346,8,"teen love:  on relationships, a book for teenagers",kimberli kirberg,1950-1999,health commun,"teen love:  on relationships, a book for teenagers",
12824,18.0,5-19,california,usa,1558747346,9,"teen love:  on relationships, a book for teenagers",kimberli kirberg,1950-1999,health commun,"teen love:  on relationships, a book for teenagers",
80105,39.0,30-39,texas,usa,1558747346,8,"teen love:  on relationships, a book for teenagers",kimberli kirberg,1950-1999,health commun,"teen love:  on relationships, a book for teenagers",
95923,17.0,5-19,new jersey,usa,1558747346,7,"teen love:  on relationships, a book for teenagers",kimberli kirberg,1950-1999,health commun,"teen love:  on relationships, a book for teenagers",
242309,17.0,5-19,minnesota,usa,1558747346,6,"teen love:  on relationships, a book for teenagers",kimberli kirberg,1950-1999,health commun,"teen love:  on relationships, a book for teenagers",
247447,19.0,5-19,california,usa,1558747346,9,"teen love:  on relationships, a book for teenagers",kimberli kirberg,1950-1999,health commun,"teen love:  on relationships, a book for teenagers",
638,20.0,20-29,california,usa,1570717257,9,man and boy,toni parson,2000-2009,sourcebook landmark,man and boy,
82164,46.0,40-49,ontario,canada,1570717257,6,man and boy,toni parson,2000-2009,sourcebook landmark,man and boy,
194600,51.0,50-59,ontario,canada,1570717257,8,man and boy,toni parson,2000-2009,sourcebook landmark,man and boy,
643,23.0,20-29,rhone-alpes,france,2253049417,9,"bilbo, le hobbit",j. r. r. tolkien,2000-2009,pocket ( fr ),"bilbo, le hobbit",
90105,35.0,30-39,ile de france,france,2253049417,6,"bilbo, le hobbit",j. r. r. tolkien,2000-2009,pocket ( fr ),"bilbo, le hobbit",
187598,16.0,5-19,pays de la loire,france,2253049417,10,"bilbo, le hobbit",j. r. r. tolkien,2000-2009,pocket ( fr ),"bilbo, le hobbit",
209464,17.0,5-19,quebec,canada,2253049417,10,"bilbo, le hobbit",j. r. r. tolkien,2000-2009,pocket ( fr ),"bilbo, le hobbit",
643,23.0,20-29,rhone-alpes,france,2253063339,10,les fourmis,bernard werber,2000-2009,lgf,les fourmis,
18494,34.0,30-39,luxembourg,belgium,2253063339,8,les fourmis,bernard werber,2000-2009,lgf,les fourmis,
124536,28.0,20-29,vaud,switzerland,2253063339,9,les fourmis,bernard werber,2000-2009,lgf,les fourmis,
140879,36.0,30-39,nordrhein-westfalen,germany,2253063339,8,les fourmis,bernard werber,2000-2009,lgf,les fourmis,
168129,22.0,20-29,hauts-de-seine,france,2253063339,10,les fourmis,bernard werber,2000-2009,lgf,les fourmis,
187805,31.0,30-39,paca,france,2253063339,8,les fourmis,bernard werber,2000-2009,lgf,les fourmis,
206865,22.0,20-29,vienne,france,2253063339,10,les fourmis,bernard werber,2000-2009,lgf,les fourmis,
239630,24.0,20-29,rhône-alpes,france,2253063339,8,les fourmis,bernard werber,2000-2009,lgf,les fourmis,
264828,25.0,20-29,ile de france,france,2253063339,7,les fourmis,bernard werber,2000-2009,lgf,les fourmis,
