User-ID,Age,Age_cate,state,country,ISBN,Book-Rating,Book-Title,Book-Author,Year-Of-Publication,Publisher,Main_Title,Sub_Title
117111,30.0,30-39,ontario,canada,1878424319,10,the four agreements: a practical guide to personal freedom,don miguel ruiz,1950-1999,amber-allen publish,the four agreements: a practical guide to personal freedom,
125519,40.0,40-49,california,usa,1878424319,10,the four agreements: a practical guide to personal freedom,don miguel ruiz,1950-1999,amber-allen publish,the four agreements: a practical guide to personal freedom,
132663,44.0,40-49,california,usa,1878424319,9,the four agreements: a practical guide to personal freedom,don miguel ruiz,1950-1999,amber-allen publish,the four agreements: a practical guide to personal freedom,
157273,37.0,30-39,texas,usa,1878424319,8,the four agreements: a practical guide to personal freedom,don miguel ruiz,1950-1999,amber-allen publish,the four agreements: a practical guide to personal freedom,
179772,37.0,30-39,alberta,canada,1878424319,10,the four agreements: a practical guide to personal freedom,don miguel ruiz,1950-1999,amber-allen publish,the four agreements: a practical guide to personal freedom,
221753,35.0,30-39,maryland,usa,1878424319,5,the four agreements: a practical guide to personal freedom,don miguel ruiz,1950-1999,amber-allen publish,the four agreements: a practical guide to personal freedom,
243312,36.0,30-39,michigan,usa,1878424319,3,the four agreements: a practical guide to personal freedom,don miguel ruiz,1950-1999,amber-allen publish,the four agreements: a practical guide to personal freedom,
245978,28.0,20-29,iowa,usa,1878424319,8,the four agreements: a practical guide to personal freedom,don miguel ruiz,1950-1999,amber-allen publish,the four agreements: a practical guide to personal freedom,
388,35.0,30-39,tennessee,usa,1573225126,5,prozac nation: young and depressed in america : a memoir,elizabeth wurtzel,1950-1999,riverhead book,prozac nation: young and depressed in america,a memoir
8253,26.0,20-29,oklahoma,usa,1573225126,10,prozac nation: young and depressed in america : a memoir,elizabeth wurtzel,1950-1999,riverhead book,prozac nation: young and depressed in america,a memoir
68256,28.0,20-29,oklahoma,usa,1573225126,4,prozac nation: young and depressed in america : a memoir,elizabeth wurtzel,1950-1999,riverhead book,prozac nation: young and depressed in america,a memoir
93092,22.0,20-29,alberta,canada,1573225126,6,prozac nation: young and depressed in america : a memoir,elizabeth wurtzel,1950-1999,riverhead book,prozac nation: young and depressed in america,a memoir
130847,35.0,30-39,arkansas,usa,1573225126,10,prozac nation: young and depressed in america : a memoir,elizabeth wurtzel,1950-1999,riverhead book,prozac nation: young and depressed in america,a memoir
248477,17.0,5-19,tennessee,usa,1573225126,9,prozac nation: young and depressed in america : a memoir,elizabeth wurtzel,1950-1999,riverhead book,prozac nation: young and depressed in america,a memoir
253871,26.0,20-29,maryland,usa,1573225126,10,prozac nation: young and depressed in america : a memoir,elizabeth wurtzel,1950-1999,riverhead book,prozac nation: young and depressed in america,a memoir
258938,27.0,20-29,california,usa,1573225126,7,prozac nation: young and depressed in america : a memoir,elizabeth wurtzel,1950-1999,riverhead book,prozac nation: young and depressed in america,a memoir
264031,34.0,30-39,michigan,usa,1573225126,8,prozac nation: young and depressed in america : a memoir,elizabeth wurtzel,1950-1999,riverhead book,prozac nation: young and depressed in america,a memoir
392,44.0,40-49,catalunya,spain,8429725792,7,les illes grogues: tres novel  les rom  ntiques  el balanc   ,vicenã§ villatoro,1950-1999,edicion 62,les illes grogues: tres novel  les rom  ntiques  el balanc   ,
392,44.0,40-49,catalunya,spain,8475960936,9,les lleng  es d africa  biblioteca universal emp  ries ,m. carm junyent,1950-1999,editori empãºri,les lleng  es d africa  biblioteca universal emp  ries ,
392,44.0,40-49,catalunya,spain,8477270120,5,tap d escopeta  m  nima de butxaca ,carl casajuana,1950-1999,edicion del quadern crema,tap d escopeta  m  nima de butxaca ,
392,44.0,40-49,catalunya,spain,8478092943,7,els plaers ficticis,lluã­ ma todã³,1950-1999,columna,els plaers ficticis,
392,44.0,40-49,catalunya,spain,8478098267,9,el dia que es va cremar el liceu  la primera columna ,joan agut,1950-1999,columna,el dia que es va cremar el liceu  la primera columna ,
392,44.0,40-49,catalunya,spain,8478884963,9,una casa en irlanda,maev binchi,1950-1999,salamandra,una casa en irlanda,
392,44.0,40-49,catalunya,spain,8483002523,5,la mirada del tafur  col  lecci   cl  ssica ,ferran torrent,1950-1999,columna,la mirada del tafur  col  lecci   cl  ssica ,
392,44.0,40-49,catalunya,spain,8486433193,5,amorrada al pil    columna ,maria jaã©n,1950-1999,columna,amorrada al pil    columna ,
503,40.0,40-49,california,usa,1558743669,10,a child called  it : one child s courage to survive,dave pelzer,1950-1999,health commun,a child called  it,one child s courage to survive
16795,47.0,40-49,maryland,usa,1558743669,10,a child called  it : one child s courage to survive,dave pelzer,1950-1999,health commun,a child called  it,one child s courage to survive
23872,22.0,20-29,oklahoma,usa,1558743669,8,a child called  it : one child s courage to survive,dave pelzer,1950-1999,health commun,a child called  it,one child s courage to survive
30711,32.0,30-39,new south wales,australia,1558743669,8,a child called  it : one child s courage to survive,dave pelzer,1950-1999,health commun,a child called  it,one child s courage to survive
31556,51.0,50-59,california,usa,1558743669,8,a child called  it : one child s courage to survive,dave pelzer,1950-1999,health commun,a child called  it,one child s courage to survive
50547,32.0,30-39,ontario,canada,1558743669,10,a child called  it : one child s courage to survive,dave pelzer,1950-1999,health commun,a child called  it,one child s courage to survive
55493,35.0,30-39,ontario,canada,1558743669,7,a child called  it : one child s courage to survive,dave pelzer,1950-1999,health commun,a child called  it,one child s courage to survive
74911,25.0,20-29,california,usa,1558743669,9,a child called  it : one child s courage to survive,dave pelzer,1950-1999,health commun,a child called  it,one child s courage to survive
79842,34.0,30-39,california,usa,1558743669,10,a child called  it : one child s courage to survive,dave pelzer,1950-1999,health commun,a child called  it,one child s courage to survive
104429,39.0,30-39,minnesota,usa,1558743669,8,a child called  it : one child s courage to survive,dave pelzer,1950-1999,health commun,a child called  it,one child s courage to survive
114544,35.0,30-39,california,usa,1558743669,7,a child called  it : one child s courage to survive,dave pelzer,1950-1999,health commun,a child called  it,one child s courage to survive
118434,23.0,20-29,northern territory,australia,1558743669,6,a child called  it : one child s courage to survive,dave pelzer,1950-1999,health commun,a child called  it,one child s courage to survive
135265,32.0,30-39,connecticut,usa,1558743669,8,a child called  it : one child s courage to survive,dave pelzer,1950-1999,health commun,a child called  it,one child s courage to survive
141493,44.0,40-49,california,usa,1558743669,10,a child called  it : one child s courage to survive,dave pelzer,1950-1999,health commun,a child called  it,one child s courage to survive
143163,26.0,20-29,california,usa,1558743669,10,a child called  it : one child s courage to survive,dave pelzer,1950-1999,health commun,a child called  it,one child s courage to survive
150979,34.0,30-39,pennsylvania,usa,1558743669,8,a child called  it : one child s courage to survive,dave pelzer,1950-1999,health commun,a child called  it,one child s courage to survive
152036,47.0,40-49,south dakota,usa,1558743669,10,a child called  it : one child s courage to survive,dave pelzer,1950-1999,health commun,a child called  it,one child s courage to survive
161936,53.0,50-59,victoria,australia,1558743669,10,a child called  it : one child s courage to survive,dave pelzer,1950-1999,health commun,a child called  it,one child s courage to survive
163307,24.0,20-29,oklahoma,usa,1558743669,10,a child called  it : one child s courage to survive,dave pelzer,1950-1999,health commun,a child called  it,one child s courage to survive
163676,59.0,50-59,virginia,usa,1558743669,10,a child called  it : one child s courage to survive,dave pelzer,1950-1999,health commun,a child called  it,one child s courage to survive
171445,37.0,30-39,california,usa,1558743669,8,a child called  it : one child s courage to survive,dave pelzer,1950-1999,health commun,a child called  it,one child s courage to survive
176887,30.0,30-39,england,united kingdom,1558743669,8,a child called  it : one child s courage to survive,dave pelzer,1950-1999,health commun,a child called  it,one child s courage to survive
183061,30.0,30-39,connecticut,usa,1558743669,10,a child called  it : one child s courage to survive,dave pelzer,1950-1999,health commun,a child called  it,one child s courage to survive
190459,40.0,40-49,texas,usa,1558743669,9,a child called  it : one child s courage to survive,dave pelzer,1950-1999,health commun,a child called  it,one child s courage to survive
190885,38.0,30-39,pennsylvania,usa,1558743669,9,a child called  it : one child s courage to survive,dave pelzer,1950-1999,health commun,a child called  it,one child s courage to survive
194600,51.0,50-59,ontario,canada,1558743669,4,a child called  it : one child s courage to survive,dave pelzer,1950-1999,health commun,a child called  it,one child s courage to survive
207721,39.0,30-39,ontario,canada,1558743669,10,a child called  it : one child s courage to survive,dave pelzer,1950-1999,health commun,a child called  it,one child s courage to survive
209373,37.0,30-39,california,usa,1558743669,8,a child called  it : one child s courage to survive,dave pelzer,1950-1999,health commun,a child called  it,one child s courage to survive
230030,36.0,30-39,california,usa,1558743669,5,a child called  it : one child s courage to survive,dave pelzer,1950-1999,health commun,a child called  it,one child s courage to survive
233711,36.0,30-39,queensland,australia,1558743669,7,a child called  it : one child s courage to survive,dave pelzer,1950-1999,health commun,a child called  it,one child s courage to survive
244277,44.0,40-49,scotland,united kingdom,1558743669,5,a child called  it : one child s courage to survive,dave pelzer,1950-1999,health commun,a child called  it,one child s courage to survive
266331,59.0,50-59,washington,usa,1558743669,10,a child called  it : one child s courage to survive,dave pelzer,1950-1999,health commun,a child called  it,one child s courage to survive
1025,33.0,30-39,england,united kingdom,068484267X,9,angela s ashes: a memoir,frank mccourt,1950-1999,scribner,angela s ashes: a memoir,
6251,32.0,30-39,hawaii,usa,068484267X,8,angela s ashes: a memoir,frank mccourt,1950-1999,scribner,angela s ashes: a memoir,
14451,26.0,20-29,lisboa,portugal,068484267X,5,angela s ashes: a memoir,frank mccourt,1950-1999,scribner,angela s ashes: a memoir,
17950,32.0,30-39,selangor,malaysia,068484267X,5,angela s ashes: a memoir,frank mccourt,1950-1999,scribner,angela s ashes: a memoir,
28634,28.0,20-29,michigan,usa,068484267X,10,angela s ashes: a memoir,frank mccourt,1950-1999,scribner,angela s ashes: a memoir,
30276,49.0,40-49,new jersey,usa,068484267X,7,angela s ashes: a memoir,frank mccourt,1950-1999,scribner,angela s ashes: a memoir,
46398,37.0,30-39,texas,usa,068484267X,9,angela s ashes: a memoir,frank mccourt,1950-1999,scribner,angela s ashes: a memoir,
54884,33.0,30-39,new hampshire,usa,068484267X,10,angela s ashes: a memoir,frank mccourt,1950-1999,scribner,angela s ashes: a memoir,
56959,52.0,50-59,new jersey,usa,068484267X,10,angela s ashes: a memoir,frank mccourt,1950-1999,scribner,angela s ashes: a memoir,
60244,47.0,40-49,texas,usa,068484267X,9,angela s ashes: a memoir,frank mccourt,1950-1999,scribner,angela s ashes: a memoir,
81207,20.0,20-29,porto,portugal,068484267X,8,angela s ashes: a memoir,frank mccourt,1950-1999,scribner,angela s ashes: a memoir,
85526,36.0,30-39,british columbia,canada,068484267X,8,angela s ashes: a memoir,frank mccourt,1950-1999,scribner,angela s ashes: a memoir,
86202,26.0,20-29,new south wales,australia,068484267X,5,angela s ashes: a memoir,frank mccourt,1950-1999,scribner,angela s ashes: a memoir,
101876,38.0,30-39,kentucky,usa,068484267X,10,angela s ashes: a memoir,frank mccourt,1950-1999,scribner,angela s ashes: a memoir,
102967,54.0,50-59,washington,usa,068484267X,9,angela s ashes: a memoir,frank mccourt,1950-1999,scribner,angela s ashes: a memoir,
111133,50.0,50-59,florida,usa,068484267X,10,angela s ashes: a memoir,frank mccourt,1950-1999,scribner,angela s ashes: a memoir,
142121,33.0,30-39,hawaii,usa,068484267X,10,angela s ashes: a memoir,frank mccourt,1950-1999,scribner,angela s ashes: a memoir,
149071,49.0,40-49,wisconsin,usa,068484267X,7,angela s ashes: a memoir,frank mccourt,1950-1999,scribner,angela s ashes: a memoir,
152651,24.0,20-29,new york,usa,068484267X,10,angela s ashes: a memoir,frank mccourt,1950-1999,scribner,angela s ashes: a memoir,
154543,29.0,20-29,california,usa,068484267X,5,angela s ashes: a memoir,frank mccourt,1950-1999,scribner,angela s ashes: a memoir,
159720,31.0,30-39,manitoba,canada,068484267X,9,angela s ashes: a memoir,frank mccourt,1950-1999,scribner,angela s ashes: a memoir,
187145,65.0,60-69,washington,usa,068484267X,9,angela s ashes: a memoir,frank mccourt,1950-1999,scribner,angela s ashes: a memoir,
206109,29.0,20-29,oregon,usa,068484267X,9,angela s ashes: a memoir,frank mccourt,1950-1999,scribner,angela s ashes: a memoir,
206959,32.0,30-39,florida,usa,068484267X,10,angela s ashes: a memoir,frank mccourt,1950-1999,scribner,angela s ashes: a memoir,
229329,56.0,50-59,vaud,switzerland,068484267X,10,angela s ashes: a memoir,frank mccourt,1950-1999,scribner,angela s ashes: a memoir,
231393,28.0,20-29,quebec,canada,068484267X,10,angela s ashes: a memoir,frank mccourt,1950-1999,scribner,angela s ashes: a memoir,
251394,25.0,20-29,maine,usa,068484267X,8,angela s ashes: a memoir,frank mccourt,1950-1999,scribner,angela s ashes: a memoir,
259111,31.0,30-39,new york,usa,068484267X,10,angela s ashes: a memoir,frank mccourt,1950-1999,scribner,angela s ashes: a memoir,
266466,45.0,40-49,washington,usa,068484267X,5,angela s ashes: a memoir,frank mccourt,1950-1999,scribner,angela s ashes: a memoir,
269835,25.0,20-29,colorado,usa,068484267X,8,angela s ashes: a memoir,frank mccourt,1950-1999,scribner,angela s ashes: a memoir,
505,51.0,50-59,dc,usa,042517736X,7,abduction,robin cook,2000-2009,berkley publish group,abduction,
16795,47.0,40-49,maryland,usa,042517736X,6,abduction,robin cook,2000-2009,berkley publish group,abduction,
28634,28.0,20-29,michigan,usa,042517736X,8,abduction,robin cook,2000-2009,berkley publish group,abduction,
115692,33.0,30-39,virginia,usa,042517736X,6,abduction,robin cook,2000-2009,berkley publish group,abduction,
157247,48.0,40-49,overijssel,netherlands,042517736X,2,abduction,robin cook,2000-2009,berkley publish group,abduction,
207259,38.0,30-39,oregon,usa,042517736X,7,abduction,robin cook,2000-2009,berkley publish group,abduction,
505,51.0,50-59,dc,usa,1562827049,8,"the diary of jack the ripper the discovery, the investigation, the debate",jack,1950-1999,hyperion book,"the diary of jack the ripper the discovery, the investigation, the debate",
78973,29.0,20-29,lisboa,portugal,1562827049,7,"the diary of jack the ripper the discovery, the investigation, the debate",jack,1950-1999,hyperion book,"the diary of jack the ripper the discovery, the investigation, the debate",
625,41.0,40-49,provence,france,2070384349,10,la faute de l abb    mouret,emil zola,1950-1999,gallimard,la faute de l abb    mouret,
625,41.0,40-49,provence,france,2070417743,9,chroniques martiennes,ray bradburi,2000-2009,gallimard,chroniques martiennes,
625,41.0,40-49,provence,france,2253004022,9,regain,jean giono,1950-1999,lgf,regain,
199370,29.0,20-29,vaud,switzerland,2253004022,7,regain,jean giono,1950-1999,lgf,regain,
52203,32.0,30-39,pas de calais,france,2253007102,8,les fleurs du mal,c. baudelair,1950-1999,livr de poch french,les fleurs du mal,
625,41.0,40-49,provence,france,2266029460,10,voyage d une parisienne     lhassa,alexandra david-n ? â©el,1950-1999,pocket,voyage d une parisienne     lhassa,
5158,21.0,20-29,rhone,france,2266084372,8,pourquoi j ai mang    mon p   re,lewi,2000-2009,pocket,pourquoi j ai mang    mon p   re,
33145,30.0,30-39,champagne-ardenne,france,2266084372,8,pourquoi j ai mang    mon p   re,lewi,2000-2009,pocket,pourquoi j ai mang    mon p   re,
59948,28.0,20-29,sarthe,france,2266084372,10,pourquoi j ai mang    mon p   re,lewi,2000-2009,pocket,pourquoi j ai mang    mon p   re,
64373,21.0,20-29,vienne,france,2266084372,8,pourquoi j ai mang    mon p   re,lewi,2000-2009,pocket,pourquoi j ai mang    mon p   re,
131441,18.0,5-19,paris,france,2266084372,6,pourquoi j ai mang    mon p   re,lewi,2000-2009,pocket,pourquoi j ai mang    mon p   re,
165558,18.0,5-19,loire atlantique,france,2266084372,9,pourquoi j ai mang    mon p   re,lewi,2000-2009,pocket,pourquoi j ai mang    mon p   re,
626,41.0,40-49,steiermark,austria,3423202033,7,der blaumilchkanal ,ephraim kishon,1950-1999,dtv,der blaumilchkanal ,
626,41.0,40-49,steiermark,austria,3492207006,10,die entdeckung der langsamkeit ,sten nadolni,1950-1999,piper,die entdeckung der langsamkeit ,
56360,35.0,30-39,wien,austria,3492207006,9,die entdeckung der langsamkeit ,sten nadolni,1950-1999,piper,die entdeckung der langsamkeit ,
113612,32.0,30-39,bayern,germany,3492207006,6,die entdeckung der langsamkeit ,sten nadolni,1950-1999,piper,die entdeckung der langsamkeit ,
182345,25.0,20-29,hamburg,germany,3492207006,10,die entdeckung der langsamkeit ,sten nadolni,1950-1999,piper,die entdeckung der langsamkeit ,
273906,30.0,30-39,nordrhein-westfalen,germany,3492207006,10,die entdeckung der langsamkeit ,sten nadolni,1950-1999,piper,die entdeckung der langsamkeit ,
638,20.0,20-29,california,usa,052594463X,9,all of me: a voluptuous tale,venis t. berri,2000-2009,dutton book,all of me: a voluptuous tale,
125411,43.0,40-49,kentucky,usa,052594463X,5,all of me: a voluptuous tale,venis t. berri,2000-2009,dutton book,all of me: a voluptuous tale,
638,20.0,20-29,california,usa,067972768X,10,the joy luck club  vintage contemporaries ,ami tan,1950-1999,vintag book usa,the joy luck club  vintage contemporaries ,
638,20.0,20-29,california,usa,1558747028,10,chicken soup for the college soul : inspiring and humorous stories for college students  chicken soup for the soul ,jack canfield,1950-1999,health commun,chicken soup for the college soul,inspiring and humorous stories for college students  chicken soup for the soul 
5287,22.0,20-29,ontario,canada,1558747028,6,chicken soup for the college soul : inspiring and humorous stories for college students  chicken soup for the soul ,jack canfield,1950-1999,health commun,chicken soup for the college soul,inspiring and humorous stories for college students  chicken soup for the soul 
14768,24.0,20-29,oregon,usa,1558747028,8,chicken soup for the college soul : inspiring and humorous stories for college students  chicken soup for the soul ,jack canfield,1950-1999,health commun,chicken soup for the college soul,inspiring and humorous stories for college students  chicken soup for the soul 
102705,22.0,20-29,ontario,canada,1558747028,10,chicken soup for the college soul : inspiring and humorous stories for college students  chicken soup for the soul ,jack canfield,1950-1999,health commun,chicken soup for the college soul,inspiring and humorous stories for college students  chicken soup for the soul 
143964,26.0,20-29,ohio,usa,1558747028,7,chicken soup for the college soul : inspiring and humorous stories for college students  chicken soup for the soul ,jack canfield,1950-1999,health commun,chicken soup for the college soul,inspiring and humorous stories for college students  chicken soup for the soul 
219546,25.0,20-29,indiana,usa,1558747028,7,chicken soup for the college soul : inspiring and humorous stories for college students  chicken soup for the soul ,jack canfield,1950-1999,health commun,chicken soup for the college soul,inspiring and humorous stories for college students  chicken soup for the soul 
252848,32.0,30-39,virginia,usa,1558747028,6,chicken soup for the college soul : inspiring and humorous stories for college students  chicken soup for the soul ,jack canfield,1950-1999,health commun,chicken soup for the college soul,inspiring and humorous stories for college students  chicken soup for the soul 
80105,39.0,30-39,texas,usa,1558747346,8,"teen love:  on relationships, a book for teenagers",kimberli kirberg,1950-1999,health commun,"teen love:  on relationships, a book for teenagers",
206074,16.0,5-19,connecticut,usa,1558747346,9,"teen love:  on relationships, a book for teenagers",kimberli kirberg,1950-1999,health commun,"teen love:  on relationships, a book for teenagers",
242309,17.0,5-19,minnesota,usa,1558747346,6,"teen love:  on relationships, a book for teenagers",kimberli kirberg,1950-1999,health commun,"teen love:  on relationships, a book for teenagers",
638,20.0,20-29,california,usa,1570717257,9,man and boy,toni parson,2000-2009,sourcebook landmark,man and boy,
82164,46.0,40-49,ontario,canada,1570717257,6,man and boy,toni parson,2000-2009,sourcebook landmark,man and boy,
643,23.0,20-29,rhone-alpes,france,2253049417,9,"bilbo, le hobbit",j. r. r. tolkien,2000-2009,pocket ( fr ),"bilbo, le hobbit",
90105,35.0,30-39,ile de france,france,2253049417,6,"bilbo, le hobbit",j. r. r. tolkien,2000-2009,pocket ( fr ),"bilbo, le hobbit",
643,23.0,20-29,rhone-alpes,france,2253063339,10,les fourmis,bernard werber,2000-2009,lgf,les fourmis,
34908,16.0,5-19,bretagne,france,2253063339,8,les fourmis,bernard werber,2000-2009,lgf,les fourmis,
47329,37.0,30-39,genève,switzerland,2253063339,5,les fourmis,bernard werber,2000-2009,lgf,les fourmis,
90277,23.0,20-29,midi-pyrénées,france,2253063339,7,les fourmis,bernard werber,2000-2009,lgf,les fourmis,
124536,28.0,20-29,vaud,switzerland,2253063339,9,les fourmis,bernard werber,2000-2009,lgf,les fourmis,
168129,22.0,20-29,hauts-de-seine,france,2253063339,10,les fourmis,bernard werber,2000-2009,lgf,les fourmis,
